objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;xD;yD;zD;prF;depPrF;concessionPrF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL,,,,,,,,,
TMJ19_1898;01/01/2019;N0013;6230;58;50;N;0;148603;369466,06;6958074,2;0;63;50;N;1150;154833;368405,45;6959607,53;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_1899;01/01/2019;N0014;5640;20;95;N;0;0;632260,87;6883356,66;0;24;95;N;840;5640;627168,28;6884720,05;0;I;0;ACCROCHE;2019;1;Permanent horaire;56636;46,,,,,
TMJ19_1900;01/01/2019;N0017;2960;33;62;N;0;0;683881,46;7024432,56;0;36;62;N;100;2960;684549,57;7027252,55;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,,,,
TMJ19_1901;01/01/2019;N0017;50;36;62;N;100;2960;684549,57;7027252,55;0;36;62;N;150;3010;684565,66;7027300,3;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1902;01/01/2019;N0017;400;36;62;N;150;3010;684565,66;7027300,3;0;36;62;N;550;3410;684687,5;7027684,54;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1903;01/01/2019;N0017;4648;36;62;N;550;3410;684687,5;7027684,54;0;40;62;N;690;8058;685919,6;7031709,85;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1904;01/01/2019;N0017;610;40;62;N;690;8058;685919,6;7031709,85;0;41;62;N;280;8668;686349,71;7032148,89;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1905;01/01/2019;N0017;170;41;62;N;280;8668;686349,71;7032148,89;0;41;62;N;450;8838;686467,04;7032273,86;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1906;01/01/2019;N0017;950;41;62;N;450;8838;686467,04;7032273,86;0;42;62;N;380;9788;687123,72;7032969,56;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1907;01/01/2019;N0017;120;42;62;N;380;9788;687123,72;7032969,56;0;42;62;N;500;9908;687204,72;7033059;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,,
TMJ19_1908;01/01/2019;N0017;796;42;62;N;500;9908;687204,72;7033059;0;43;62;N;230;10704;687547,98;7033761,82;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,,
TMJ19_1909;01/01/2019;N0017;215;43;62;N;230;10704;687547,98;7033761,82;0;43;62;N;445;10919;687542,91;7033978,54;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1910;01/01/2019;N0017;735;43;62;N;445;10919;687542,91;7033978,54;0;43;62;N;1180;11654;687393,75;7034702,86;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1911;01/01/2019;N0017;41;43;62;N;1180;11654;687393,75;7034702,86;0;44;62;N;0;11695;687391,38;7034744,18;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1912;01/01/2019;N0017;1082;44;62;N;0;11695;687391,38;7034744,18;0;44;62;N;1082;12777;687261,32;7035782,57;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_1913;01/01/2019;N0019;4331;16;94;N;-400;0;662820,81;6851563,35;0;20;94;N;201;4331;665255,92;6847775,65;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_1914;01/01/2019;N0019;224;20;94;N;201;4331;665255,92;6847775,65;0;20;94;N;425;4555;665437,86;6847629,85;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1915;01/01/2019;N0019;222;20;94;N;425;4555;665437,86;6847629,85;0;20;94;N;647;4777;665638,62;6847565,82;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1916;01/01/2019;N0019;612;20;94;N;647;4777;665638,62;6847565,82;0;21;94;N;263;5389;666261,32;6847589,34;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1917;01/01/2019;N0019;2031;21;94;N;263;5389;666261,32;6847589,34;0;23;94;N;307;7420;667991,87;6846817,58;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1918;01/01/2019;N0019;178;23;94;N;307;7420;667991,87;6846817,58;0;23;94;N;485;7598;668124,79;6846698,17;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1919;01/01/2019;N0019;134;23;94;N;485;7598;668124,79;6846698,17;0;23;94;N;619;7732;668229,02;6846613,43;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1920;01/01/2019;N0019;775;23;94;N;619;7732;668229,02;6846613,43;0;0;77;N;0;8507;668812,32;6846112,97;0;I;0;ACCROCHE;2019;1;Permanent horaire;32700;,,,,,
TMJ19_1921;01/01/2019;N0019;2092;0;77;N;0;8507;668812,32;6846112,97;0;2;77;N;75;10599;670380,21;6844764,59;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_1931;01/01/2019;N0019;1031;65;52;N;719;21416;874429,13;6753405,95;0;66;52;N;761;22447;874999,25;6752870,71;0;I;0;ACCROCHE;2019;8;Temporaire journalier;3907;,,,,,
TMJ19_1932;01/01/2019;N0019;13339;66;52;N;761;22447;874999,25;6752870,71;0;80;52;N;8;35786;886369,43;6749295,89;0;I;0;ACCROCHE;2019;1;Permanent horaire;5019;,,,,,
TMJ19_1933;01/01/2019;N0019;16141;80;52;N;8;35786;886369,43;6749295,89;0;0;70;N;0;51927;900704,64;6744482,6;0;I;0;ACCROCHE;2019;8;Temporaire journalier;5119;,,,,,
TMJ19_1935;01/01/2019;N0019;13059;17;70;N;981;69843;916449,33;6738647,41;0;31;70;N;100;82902;928746,68;6736371,51;0;I;0;ACCROCHE;2019;8;Temporaire journalier;8690;,,,,,
TMJ19_1936;01/01/2019;N0019;2811;31;70;N;100;82902;928746,68;6736371,51;0;33;70;N;900;85713;931378,66;6735582,15;0;I;0;ACCROCHE;2019;8;Temporaire journalier;18468;,,,,,
TMJ19_1937;01/01/2019;N0019;1264;33;70;N;900;85713;931378,66;6735582,15;0;35;70;N;173;86977;932347,84;6734831,34;0;I;0;ACCROCHE;2019;8;Temporaire journalier;18468;,,,,,
TMJ19_1938;01/01/2019;N0019;874;35;70;N;173;86977;932347,84;6734831,34;0;36;70;N;47;87851;932754,56;6734065,49;0;I;0;ACCROCHE;2019;8;Temporaire journalier;18468;,,,,,
TMJ19_1939;01/01/2019;N0019;3975;36;70;N;47;87851;932754,56;6734065,49;0;39;70;N;1028;91826;935797,22;6731855,81;0;I;0;ACCROCHE;2019;8;Temporaire journalier;9335;,,,,,
TMJ19_1940;01/01/2019;N0019;1702;39;70;N;1028;91826;935797,22;6731855,81;0;41;70;N;600;93528;937030,97;6730737,95;0;I;0;ACCROCHE;2019;1;Permanent horaire;12477;,,,,,
TMJ19_1941;01/01/2019;N0019;55;41;70;N;600;93528;937030,97;6730737,95;0;41;70;N;655;93583;937076,16;6730707,02;0;I;0;ACCROCHE;2019;8;Temporaire journalier;11732;,,,,,
TMJ19_1942;01/01/2019;N0019;1351;41;70;N;655;93583;937076,16;6730707,02;0;43;70;N;0;94934;938241,09;6730050,49;0;I;0;ACCROCHE;2019;8;Temporaire journalier;11732;,,,,,
TMJ19_1943;01/01/2019;N0019;138;43;70;N;0;94934;938241,09;6730050,49;0;43;70;N;138;95072;938377,32;6730053,82;0;I;0;ACCROCHE;2019;8;Temporaire journalier;11732;,,,,,
TMJ19_1944;01/01/2019;N0019;2050;43;70;N;138;95072;938377,32;6730053,82;0;45;70;N;161;97122;940304,98;6729713,5;0;I;0;ACCROCHE;2019;8;Temporaire journalier;5970;,,,,,
TMJ19_1945;01/01/2019;N0019;23764;45;70;N;161;97122;940304,98;6729713,5;0;69;70;N;0;120886;960098,9;6738581,34;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_1946;01/01/2019;N0019;5293;69;70;N;0;120886;960098,9;6738581,34;0;74;70;N;382;126179;963924,35;6736557,97;0;I;0;ACCROCHE;2019;1;Permanent horaire;18095;,,,,,
TMJ19_1948;01/01/2019;N0019;8381;84;70;N;300;136267;971872,8;6732399,33;0;92;70;N;900;144648;979266,94;6729054,66;0;I;0;ACCROCHE;2019;8;Temporaire journalier;6256;,,,,,
TMJ19_1949;01/01/2019;N0019;5402;92;70;N;900;144648;979266,94;6729054,66;0;98;70;N;343;150050;983737,54;6727834,71;0;I;0;ACCROCHE;2019;8;Temporaire journalier;9301;,,,,,
TMJ19_1950;01/01/2019;N0019;1622;98;70;N;343;150050;983737,54;6727834,71;0;99;70;N;971;151672;985330,62;6728106,75;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_1951;01/01/2019;N0020;1270;3;91;N;0;0;647848,45;6846535,17;0;3;91;N;1270;1270;647545,92;6845248,41;0;I;0;ACCROCHE;2019;1;Permanent horaire;26900;91,,,,,
TMJ19_1957;01/01/2019;N0020;3444;18;9;N;0;3559;588127,17;6226930,01;0;21;9;N;444;7003;588611,35;6223520,62;0;I;0;ACCROCHE;2019;1;Permanent horaire;25336;62,,,,,
TMJ19_1961;01/01/2019;N0020;1345;35;9;N;0;20874;587469,35;6211366,62;0;36;9;N;445;22219;587606,72;6210047,55;0;I;0;ACCROCHE;2019;1;Permanent horaire;16768;56,,,,,
TMJ19_1962;01/01/2019;N0020;3372;36;9;N;445;22219;587606,72;6210047,55;0;39;9;N;1117;25591;587469,8;6206729,95;0;I;0;ACCROCHE;2019;1;Permanent horaire;16768;56,,,,,
TMJ19_1963;01/01/2019;N0020;10;39;9;N;1117;25591;587469,8;6206729,95;0;39;9;N;1127;25601;587465,78;6206721,41;0;I;0;ACCROCHE;2019;1;Permanent horaire;16768;56,,,,,
TMJ19_1964;01/01/2019;N0020;3555;39;9;N;1127;25601;587465,78;6206721,41;0;43;9;N;500;29156;588583,14;6203399,84;0;I;0;ACCROCHE;2019;1;Permanent horaire;20322;63,,,,,
TMJ19_1965;01/01/2019;N0020;400;43;9;N;500;29156;588583,14;6203399,84;0;43;9;N;900;29556;588730,08;6203005,66;0;I;0;ACCROCHE;2019;1;Permanent horaire;14675;59,,,,,
TMJ19_1966;01/01/2019;N0020;593;43;9;N;900;29556;588730,08;6203005,66;0;44;9;N;493;30149;588772,42;6202464,12;0;I;0;ACCROCHE;2019;1;Permanent horaire;14675;59,,,,,
TMJ19_1967;01/01/2019;N0020;8239;44;9;N;493;30149;588772,42;6202464,12;0;52;9;N;732;38388;584690,88;6195802,55;0;I;0;ACCROCHE;2019;1;Permanent horaire;14675;59,,,,,
TMJ19_1968;01/01/2019;N0020;1846;52;9;N;732;38388;584690,88;6195802,55;0;54;9;N;498;40234;585636,35;6194511,33;0;I;0;ACCROCHE;2019;1;Permanent horaire;14675;59,,,,,
TMJ19_1969;01/01/2019;N0020;3635;54;9;N;498;40234;585636,35;6194511,33;0;57;9;N;732;43869;587744,1;6191671,66;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1970;01/01/2019;N0020;2595;57;9;N;732;43869;587744,1;6191671,66;0;60;9;N;320;46464;589653,74;6189937,29;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1971;01/01/2019;N0020;1014;60;9;N;320;46464;589653,74;6189937,29;0;61;9;N;330;47478;590618,72;6189696,03;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1972;01/01/2019;N0020;750;61;9;N;330;47478;590618,72;6189696,03;0;62;9;N;80;48228;591289,55;6189362,7;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1973;01/01/2019;N0020;7632;62;9;N;80;48228;591289,55;6189362,7;0;69;9;N;799;55860;597318,89;6185956,28;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1974;01/01/2019;N0020;896;69;9;N;799;55860;597318,89;6185956,28;0;70;9;N;700;56756;598133,81;6185604,65;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1975;01/01/2019;N0020;404;70;9;N;700;56756;598133,81;6185604,65;0;71;9;N;104;57160;598495,89;6185424,17;0;I;0;ACCROCHE;2019;1;Permanent horaire;9573;59,,,,,
TMJ19_1986;01/01/2019;N0020;747;88;9;N;240;73706;604420,81;6173683,86;0;88;9;N;987;74453;604290,98;6172965,61;0;I;0;ACCROCHE;2019;1;Permanent horaire;7138;51,,,,,
TMJ19_1987;01/01/2019;N0020;1652;88;9;N;987;74453;604290,98;6172965,61;0;90;9;N;630;76105;603842,2;6171410,77;0;I;0;ACCROCHE;2019;1;Permanent horaire;7138;51,,,,,
TMJ19_1988;01/01/2019;N0020;4933;90;9;N;630;76105;603842,2;6171410,77;0;95;9;N;536;81038;602433,46;6167834,35;0;I;0;ACCROCHE;2019;1;Permanent horaire;7138;51,,,,,
TMJ19_1989;01/01/2019;N0020;1114;95;9;N;536;81038;602433,46;6167834,35;0;96;9;N;651;82152;601946,55;6166855,87;0;I;0;ACCROCHE;2019;1;Permanent horaire;7138;51,,,,,
TMJ19_1990;01/01/2019;N0020;1053;96;9;N;651;82152;601946,55;6166855,87;0;97;9;N;737;83205;601223,32;6166167,96;0;I;0;ACCROCHE;2019;1;Permanent horaire;7138;51,,,,,
TMJ19_1994;01/01/2019;N0020;1923;14;66;N;0;84299;603236,2;6160388,74;0;16;66;N;0;86222;603089,32;6158601,66;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_1995;01/01/2019;N0020;217;16;66;N;0;86222;603089,32;6158601,66;0;16;66;N;217;86439;603127,5;6158388,83;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_1996;01/01/2019;N0020;110;16;66;N;217;86439;603127,5;6158388,83;0;16;66;N;327;86549;603136,06;6158280,73;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_1997;01/01/2019;N0020;1998;16;66;N;327;86549;603136,06;6158280,73;0;18;66;N;315;88547;604176,01;6156674,76;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_1998;01/01/2019;N0020;111;18;66;N;315;88547;604176,01;6156674,76;0;18;66;N;426;88658;604185,39;6156570,67;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_1999;01/01/2019;N0020;582;18;66;N;426;88658;604185,39;6156570,67;0;19;66;N;0;89240;604539,51;6156150,92;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2000;01/01/2019;N0020;143;19;66;N;0;89240;604539,51;6156150,92;0;19;66;N;143;89383;604668,89;6156096,18;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2001;01/01/2019;N0020;20;19;66;N;143;89383;604668,89;6156096,18;0;19;66;N;163;89403;604682,09;6156081,11;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2002;01/01/2019;N0020;432;19;66;N;163;89403;604682,09;6156081,11;0;19;66;N;595;89835;605044,6;6155854,48;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2003;01/01/2019;N0020;30;19;66;N;595;89835;605044,6;6155854,48;0;19;66;N;625;89865;605068,76;6155836,58;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2004;01/01/2019;N0020;1393;19;66;N;625;89865;605068,76;6155836,58;0;21;66;N;0;91258;605881,36;6154775,74;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2005;01/01/2019;N0020;8;21;66;N;0;91258;605881,36;6154775,74;0;21;66;N;8;91266;605887,52;6154770,67;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2006;01/01/2019;N0020;687;21;66;N;8;91266;605887,52;6154770,67;0;21;66;N;695;91953;606321,97;6154273,19;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2007;01/01/2019;N0020;91;21;66;N;695;91953;606321,97;6154273,19;0;21;66;N;786;92044;606367,71;6154198,71;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2008;01/01/2019;N0020;2706;21;66;N;786;92044;606367,71;6154198,71;0;24;66;N;479;94750;608334,71;6152469,74;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2009;01/01/2019;N0020;627;24;66;N;479;94750;608334,71;6152469,74;0;25;66;N;87;95377;608919,07;6152321,9;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2010;01/01/2019;N0020;1644;25;66;N;87;95377;608919,07;6152321,9;0;26;66;N;737;97021;610423,31;6151845,48;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2011;01/01/2019;N0020;88;26;66;N;737;97021;610423,31;6151845,48;0;26;66;N;825;97109;610507,74;6151820,46;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2012;01/01/2019;N0020;21;26;66;N;825;97109;610507,74;6151820,46;0;26;66;N;846;97130;610527,17;6151812,42;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2013;01/01/2019;N0020;407;26;66;N;846;97130;610527,17;6151812,42;0;27;66;N;230;97537;610905,72;6151667,31;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2014;01/01/2019;N0020;2448;27;66;N;230;97537;610905,72;6151667,31;0;29;66;N;670;99985;612477,91;6151876,05;0;I;0;ACCROCHE;2019;1;Permanent horaire;3775;93,,,,,
TMJ19_2017;01/01/2019;N0020;50;31;66;N;400;101740;613014,32;6150284,49;0;31;66;N;450;101790;613039,89;6150261,9;0;I;0;ACCROCHE;2019;1;Permanent horaire;2942;92,,,,,
TMJ19_2018;01/01/2019;N0020;153;31;66;N;450;101790;613039,89;6150261,9;0;31;66;N;603;101943;613161,25;6150163,71;0;I;0;ACCROCHE;2019;1;Permanent horaire;2942;92,,,,,
TMJ19_2019;01/01/2019;N0020;13;31;66;N;603;101943;613161,25;6150163,71;0;31;66;N;616;101956;613162,34;6150151,03;0;I;0;ACCROCHE;2019;1;Permanent horaire;2942;92,,,,,
TMJ19_2020;01/01/2019;N0020;14;31;66;N;616;101956;613162,34;6150151,03;0;31;66;N;630;101970;613160,46;6150136,88;0;I;0;ACCROCHE;2019;1;Permanent horaire;2942;92,,,,,
TMJ19_2021;01/01/2019;N0020;288;31;66;N;630;101970;613160,46;6150136,88;0;31;66;N;918;102258;612885,71;6150017,62;0;I;0;ACCROCHE;2019;1;Permanent horaire;7446;68,,,,,
TMJ19_2039;01/01/2019;N0021;4175;45;24;N;555;83685;533103,08;6461772,76;0;49;24;N;864;87860;529938,83;6459692,46;0;I;0;ACCROCHE;2019;1;Permanent horaire;7491;137,,,,,
TMJ19_2040;01/01/2019;N0021;6183;49;24;N;864;87860;529938,83;6459692,46;0;56;24;N;40;94043;524621,37;6456936,21;0;I;0;ACCROCHE;2019;1;Permanent horaire;14120;81,,,,,
TMJ19_2041;01/01/2019;N0021;143;56;24;N;40;94043;524621,37;6456936,21;0;56;24;N;183;94186;524489,56;6456886,26;0;I;0;ACCROCHE;2019;1;Permanent horaire;14120;81,,,,,
TMJ19_2042;01/01/2019;N0021;167;56;24;N;183;94186;524489,56;6456886,26;0;56;24;N;350;94353;524459,03;6456851,71;0;I;0;ACCROCHE;2019;1;Permanent horaire;14120;81,,,,,
TMJ19_2043;01/01/2019;N0021;90;65;24;N;0;94353;519242,13;6451824,83;0;65;24;N;90;94443;519196,87;6451777,15;0;I;0;ACCROCHE;2019;1;Permanent horaire;17559;71,,,,,
TMJ19_2044;01/01/2019;N0021;280;65;24;N;90;94443;519196,87;6451777,15;0;65;24;N;370;94723;519262,81;6451507,13;0;I;0;ACCROCHE;2019;1;Permanent horaire;17559;71,,,,,
TMJ19_2045;01/01/2019;N0021;50;65;24;N;370;94723;519262,81;6451507,13;0;65;24;N;420;94773;519275,07;6451465,94;0;I;0;ACCROCHE;2019;1;Permanent horaire;17559;71,,,,,
TMJ19_2046;01/01/2019;N0021;305;65;24;N;420;94773;519275,07;6451465,94;0;66;24;N;90;95078;519233,62;6451171,95;0;I;0;ACCROCHE;2019;1;Permanent horaire;17559;71,,,,,
TMJ19_2047;01/01/2019;N0021;1;66;24;N;90;95078;519233,62;6451171,95;0;66;24;N;91;95079;519232,94;6451171,2;0;I;0;ACCROCHE;2019;1;Permanent horaire;17559;71,,,,,
TMJ19_2068;01/01/2019;N0021;1759;109;24;N;210;136467;504249,91;6417719,63;0;111;24;N;260;138226;502602,97;6417383,71;0;I;0;ACCROCHE;2019;1;Permanent horaire;4222;113,,,,,
TMJ19_2069;01/01/2019;N0021;110;111;24;N;260;138226;502602,97;6417383,71;0;111;24;N;370;138336;502572,16;6417336,93;0;I;0;ACCROCHE;2019;1;Permanent horaire;4222;113,,,,,
TMJ19_2070;01/01/2019;N0021;6541;111;24;N;370;138336;502572,16;6417336,93;0;118;24;N;30;144877;504860,71;6411436,26;0;I;0;ACCROCHE;2019;1;Permanent horaire;4222;113,,,,,
TMJ19_2074;01/01/2019;N0021;32955;0;47;N;0;156368;507784,9;6401173,5;0;33;47;N;105;189323;518209,08;6373682,26;0;I;0;ACCROCHE;2019;1;Permanent horaire;4640;134,,,,,
TMJ19_2082;01/01/2019;N0021;17;40;47;N;418;197559;517863,44;6368122,58;0;40;47;N;435;197576;517850,12;6368124,91;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2083;01/01/2019;N0021;135;40;47;N;435;197576;517850,12;6368124,91;0;40;47;N;570;197711;517805,1;6368083,11;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2084;01/01/2019;N0021;1494;40;47;N;570;197711;517805,1;6368083,11;0;41;47;N;665;199205;517880,91;6366605,1;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2085;01/01/2019;N0021;50;41;47;N;665;199205;517880,91;6366605,1;0;41;47;N;715;199255;517894,77;6366566,57;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2086;01/01/2019;N0021;225;41;47;N;715;199255;517894,77;6366566,57;0;42;47;N;40;199480;517952,94;6366344,9;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2087;01/01/2019;N0021;3942,3;42;47;N;40;199480;517952,94;6366344,9;0;46;47;N;393,3;203422,3;517330,27;6362806,6;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,
TMJ19_2088;01/01/2019;N0021;346,7;46;47;N;393,3;203422,3;517330,27;6362806,6;0;46;47;N;740;203769;517399,42;6362467,76;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,
TMJ19_2089;01/01/2019;N0021;54;46;47;N;740;203769;517399,42;6362467,76;0;46;47;N;794;203823;517412,47;6362424,76;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2090;01/01/2019;N0021;1150;46;47;N;794;203823;517412,47;6362424,76;0;48;47;N;115;204973;517952,66;6361428,73;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2091;01/01/2019;N0021;45;48;47;N;115;204973;517952,66;6361428,73;0;48;47;N;160;205018;517969,31;6361395,48;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2092;01/01/2019;N0021;947;48;47;N;160;205018;517969,31;6361395,48;0;49;47;N;170;205965;518451,62;6360596,65;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2093;01/01/2019;N0021;2744;49;47;N;170;205965;518451,62;6360596,65;0;52;47;N;350;208709;516781,99;6358773,95;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2094;01/01/2019;N0021;9141;52;47;N;350;208709;516781,99;6358773,95;0;61;47;N;254;217850;511845,97;6352383,85;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2095;01/01/2019;N0021;66;61;47;N;254;217850;511845,97;6352383,85;0;61;47;N;320;217916;511823,36;6352348,57;0;I;0;ACCROCHE;2019;1;Permanent horaire;9085;93,,,,,
TMJ19_2096;01/01/2019;N0021;1314;69;47;N;0;217916;509217,19;6346382,03;0;70;47;N;350;219230;509400,12;6345064,81;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2097;01/01/2019;N0021;80;70;47;N;350;219230;509400,12;6345064,81;0;70;47;N;430;219310;509417,86;6345008,03;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2098;01/01/2019;N0021;310;70;47;N;430;219310;509417,86;6345008,03;0;70;47;N;740;219620;509533,27;6344709,88;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2099;01/01/2019;N0021;160;70;47;N;740;219620;509533,27;6344709,88;0;70;47;N;900;219780;509585,91;6344596,69;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2100;01/01/2019;N0021;1025;70;47;N;900;219780;509585,91;6344596,69;0;71;47;N;905;220805;508825,25;6344098,94;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2101;01/01/2019;N0021;130;71;47;N;905;220805;508825,25;6344098,94;0;71;47;N;1035;220935;508819,33;6344042,43;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2102;01/01/2019;N0021;14240;71;47;N;1035;220935;508819,33;6344042,43;0;86;47;N;315;235175;511810,61;6332044,49;0;I;0;ACCROCHE;2019;1;Permanent horaire;5802;86,,,,,
TMJ19_2103;01/01/2019;N0021;4987;86;47;N;315;235175;511810,61;6332044,49;0;0;32;N;0;240162;513389,59;6328053,8;0;I;0;ACCROCHE;2019;1;Permanent horaire;2379;157,,,,,
TMJ19_2105;01/01/2019;N0021;12;10;32;N;748;250896;512005,17;6318797,65;0;10;32;N;760;250908;511996,23;6318789,6;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_2106;01/01/2019;N0021;4257;10;32;N;760;250908;511996,23;6318789,6;0;15;32;N;841;255165;509250,67;6316942,5;0;I;0;ACCROCHE;2019;1;Permanent horaire;6061;97,,,,,
TMJ19_2107;01/01/2019;N0021;275;15;32;N;841;255165;509250,67;6316942,5;0;16;32;N;123;255440;509175,62;6316721,45;0;I;0;ACCROCHE;2019;1;Permanent horaire;6061;97,,,,,
TMJ19_2108;01/01/2019;N0021;6897;16;32;N;123;255440;509175,62;6316721,45;0;22;32;N;960;262337;511799,59;6310404,15;0;I;0;ACCROCHE;2019;1;Permanent horaire;6061;97,,,,,
TMJ19_2109;01/01/2019;N0021;4308;22;32;N;960;262337;511799,59;6310404,15;0;26;32;N;856;266645;511599,16;6306657,73;0;I;0;ACCROCHE;2019;8;Temporaire journalier;8253;,,,,,
TMJ19_2110;01/01/2019;N0021;9601;26;32;N;856;266645;511599,16;6306657,73;0;36;32;N;397;276246;508332,05;6298026,92;0;I;0;ACCROCHE;2019;8;Temporaire journalier;7253;,,,,,
TMJ19_2111;01/01/2019;N0021;10529;36;32;N;397;276246;508332,05;6298026,92;0;46;32;N;900;286775;506496,46;6288031,85;0;I;0;ACCROCHE;2019;1;Permanent horaire;9083;72,,,,,
