objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;xD;yD;zD;prF;depPrF;concessionPrF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL,,,,,,,,,
CONTINUITE_12;01/01/2019;31D0044;44;0;31;N;0;0;511656,78;6204078,36;0;0;31;N;44;44;511698,51;6204063,93;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_13;01/01/2019;31D0044E;762;0;31;N;0;0;511367,22;6204210,06;0;0;31;N;762;762;511880,76;6203732,4;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_14;01/01/2019;69D0301;6055;2;69;N;-981;0;844036,84;6510806,45;0;7;69;N;71;6055;849346,89;6509342,34;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_15;01/01/2019;69D0383;13752;4;69;N;-494;0;846831,3;6522372,16;0;17;69;N;544;13752;843537,87;6512429,8;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_9;01/01/2019;69D0383BPNL;2408;0;69;N;0;0;844982,46;6522772,27;0;2;69;N;413;2408;846831,3;6522372,16;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_10;01/01/2019;75000C01;35040;0;75;N;0;0;655221,44;6858722,8;0;35;75;N;40;35040;655221,44;6858722,8;0;I;0;ACCROCHE;;;;;,,,,,
CONTINUITE_11;01/01/2019;75000C02;35040;0;75;N;0;0;655227,28;6858703,75;0;35;75;N;40;35040;655227,28;6858703,75;0;I;0;ACCROCHE;;;;;,,,,,
TMJ19_1;01/01/2019;A0001;2440;0;93;N;0;0;653006,6;6867037,55;0;2;93;N;460;2440;652895,68;6869486,5;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,,,,
TMJ19_2;01/01/2019;A0001;785,2;2;93;N;460;2440;652895,68;6869486,5;0;3;93;N;248,2;3225,2;653192,95;6870100,7;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,
TMJ19_3;01/01/2019;A0001;401,8;3;93;N;248,2;3225,2;653192,95;6870100,7;0;3;93;N;650;3627;653570,77;6870241,67;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,
TMJ19_4;01/01/2019;A0001;820,5;3;93;N;650;3627;653570,77;6870241,67;0;4;93;N;460,5;4447,5;654333,83;6870523,68;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,
TMJ19_5;01/01/2019;A0001;229,5;4;93;N;460,5;4447,5;654333,83;6870523,68;0;4;93;N;690;4677;654554,12;6870572;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,,
TMJ19_6;01/01/2019;A0001;210;4;93;N;690;4677;654554,12;6870572;0;4;93;N;900;4887;654759,06;6870596,05;0;I;0;ACCROCHE;2019;1;Permanent horaire;132186;,,,,,,
TMJ19_7;01/01/2019;A0001;2018;4;93;N;900;4887;654759,06;6870596,05;0;6;93;N;900;6905;656725,22;6870934,53;0;I;0;ACCROCHE;2019;1;Permanent horaire;132757;,,,,,
TMJ19_8;01/01/2019;A0001;102;6;93;N;900;6905;656725,22;6870934,53;0;7;93;N;0;7007;656820,85;6870967,75;0;I;0;ACCROCHE;2019;1;Permanent horaire;179900;,,,,,
TMJ19_9;01/01/2019;A0001;1700;7;93;N;0;7007;656820,85;6870967,75;0;8;93;N;700;8707;658432,54;6871533,44;0;I;0;ACCROCHE;2019;1;Permanent horaire;179900;,,,,,
TMJ19_10;01/01/2019;A0001;2818;8;93;N;700;8707;658432,54;6871533,44;0;11;93;N;513;11525;660673,01;6873226,12;0;I;0;ACCROCHE;2019;1;Permanent horaire;196501;50,,,,,
TMJ19_11;01/01/2019;A0001;678;11;93;N;513;11525;660673,01;6873226,12;0;12;93;N;200;12203;661190,21;6873674,3;0;I;0;ACCROCHE;2019;1;Permanent horaire;122500;,,,,,
TMJ19_12;01/01/2019;A0001;1202;12;93;N;200;12203;661190,21;6873674,3;0;0;95;N;0;13405;662045,66;6874523,29;0;I;0;ACCROCHE;2019;1;Permanent horaire;122500;,,,,,
TMJ19_13;01/01/2019;A0001;580;0;95;N;0;13405;662045,66;6874523,29;0;14;95;N;0;13985;662458,53;6874933,32;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_14;01/01/2019;A0001;4820;14;95;N;0;13985;662458,53;6874933,32;0;18;95;N;810;18805;665417,28;6878704,65;0;I;0;ACCROCHE;2019;1;Permanent horaire;98800;,,,,,
TMJ19_15;01/01/2019;A0001;70;18;95;N;810;18805;665417,28;6878704,65;0;19;95;C;0;18875;665481,08;6878892,47;0;I;0;ACCROCHE;0;;;;,,,,,
Sanef_1;01/01/2019;A0001;1499;19;95;C;0;18875;665481,08;6878892,47;0;20;95;C;499;20374;665966,61;6880317,6;0;I;0;ACCROCHE;2019;1;Permanent horaire;100582;17,1,,,,
NbILnCD_section1_Sanef_1;01/01/2019;A0001;242;20;95;C;499;20374;665966,61;6880317,6;0;20;95;C;741;20616;666035,68;6880520,91;0;I;0;ACCROCHE;2019;1;Permanent horaire;100582;17,1,,,,
NbILnCD_section2_Sanef_1;01/01/2019;A0001;7132;20;95;C;741;20616;666035,68;6880520,91;0;27;95;C;873;27748;667208,81;6887489,88;0;I;0;ACCROCHE;2019;1;Permanent horaire;100582;17,1,,,,
Sanef_2;01/01/2019;A0001;2777;27;95;C;873;27748;667208,81;6887489,88;0;30;95;C;650;30525;667345,96;6890249,01;0;I;0;ACCROCHE;2019;1;Permanent horaire;88718;17,69,,,,
NbILnCD_section1_Sanef_2;01/01/2019;A0001;1610;30;95;C;650;30525;667345,96;6890249,01;0;32;60;C;260;32135;667686,69;6891809,56;0;I;0;ACCROCHE;2019;1;Permanent horaire;88718;17,69,,,,
Sanef_3;01/01/2019;A0001;10166;32;60;C;260;32135;667686,69;6891809,56;0;42;60;C;426;42301;671659,72;6900724,84;0;I;0;ACCROCHE;2019;1;Permanent horaire;85306;18,26,,,,
Sanef_4;01/01/2019;A0001;1694;42;60;C;426;42301;671659,72;6900724,84;0;44;60;C;120;43995;672895,5;6901827,49;0;I;0;ACCROCHE;2019;1;Permanent horaire;60705;22,93,,,,
Sanef_5;01/01/2019;A0001;13620;44;60;C;120;43995;672895,5;6901827,49;0;57;60;C;740;57615;677269,45;6913464,74;0;I;0;ACCROCHE;2019;1;Permanent horaire;66830;23,22,,,,
Sanef_6;01/01/2019;A0001;8733;57;60;C;740;57615;677269,45;6913464,74;0;66;60;C;473;66348;678030,74;6921986,21;0;I;0;ACCROCHE;2019;1;Permanent horaire;59640;24,67,,,,
Sanef_7;01/01/2019;A0001;14075;66;60;C;473;66348;678030,74;6921986,21;0;80;60;C;548;80423;679799,4;6935810,25;0;I;0;ACCROCHE;2019;1;Permanent horaire;55654;25,69,,,,
Sanef_8;01/01/2019;A0001;11468;80;60;C;548;80423;679799,4;6935810,25;0;92;60;C;16;91891;682330,82;6946951,22;0;I;0;ACCROCHE;2019;1;Permanent horaire;56145;25,52,,,,
NbILnCD_section1_Sanef_8;01/01/2019;A0001;9286;92;60;C;16;91891;682330,82;6946951,22;0;101;80;C;302;101177;683521,06;6956095,56;0;I;0;ACCROCHE;2019;1;Permanent horaire;56145;25,52,,,,
Sanef_9;01/01/2019;A0001;17216;101;80;C;302;101177;683521,06;6956095,56;0;118;80;C;518;118393;687952,39;6972647,1;0;I;0;ACCROCHE;2019;1;Permanent horaire;53287;26,9,,,,
Sanef_10;01/01/2019;A0001;2964;118;80;C;518;118393;687952,39;6972647,1;0;121;80;C;482;121357;688279,33;6975583,73;0;I;0;ACCROCHE;2019;1;Permanent horaire;66471;24,62,,,,
Sanef_11;01/01/2019;A0001;10318;121;80;C;482;121357;688279,33;6975583,73;0;131;80;C;800;131675;690044,79;6985631,47;0;I;0;ACCROCHE;2019;1;Permanent horaire;66888;25,25,,,,
Sanef_12;01/01/2019;A0001;4966;131;80;C;800;131675;690044,79;6985631,47;0;136;80;C;766;136641;691298,91;6990414,29;0;I;0;ACCROCHE;2019;1;Permanent horaire;67641;25,5,,,,
Sanef_13;01/01/2019;A0001;2220;136;80;C;766;136641;691298,91;6990414,29;0;138;80;C;986;138861;691699,49;6992566,8;0;I;0;ACCROCHE;2019;1;Permanent horaire;44371;26,4,,,,
NbILnCD_section1_Sanef_13;01/01/2019;A0001;7891;138;80;C;986;138861;691699,49;6992566,8;0;146;62;C;877;146752;690810,7;7000344,35;0;I;0;ACCROCHE;2019;1;Permanent horaire;44371;26,4,,,,
Sanef_14;01/01/2019;A0001;19107;146;62;C;877;146752;690810,7;7000344,35;0;165;62;C;984;165859;690643,39;7019124,53;0;I;0;ACCROCHE;2019;1;Permanent horaire;45960;26,3,,,,
Sanef_15;01/01/2019;A0001;4322;165;62;C;984;165859;690643,39;7019124,53;0;170;62;C;306;170181;692272,53;7023133,97;0;I;0;ACCROCHE;2019;1;Permanent horaire;47380;26,19,,,,
Sanef_16;01/01/2019;A0001;3760;170;62;C;306;170181;692272,53;7023133,97;0;174;62;C;66;173941;694414,51;7026218,92;0;I;0;ACCROCHE;2019;1;Permanent horaire;48851;25,6,,,,
Sanef_17;01/01/2019;A0001;11959;174;62;C;66;173941;694414,51;7026218,92;0;186;62;C;25;185900;698769,14;7036692,02;0;I;0;ACCROCHE;2019;1;Permanent horaire;73540;18,78,,,,
11199;01/01/2019;A0001;891;186;62;C;25;185900;698769,14;7036692,02;0;186;62;C;916;186791;698351,8;7037530,5;0;I;0;ACCROCHE;;;;;,,,,,
NbILnCD_section1_11199;01/01/2019;A0001;7439;187;62;N;0;186791;698351,8;7037530,5;0;194;62;N;489;194230;700064,97;7044327,59;0;I;0;ACCROCHE;;;;;,,,,,
NbILnCD_section2_11199;01/01/2019;A0001;6819;194;62;N;489;194230;700064,97;7044327,59;0;201;59;N;315;201049;703969,88;7049721,88;0;I;0;ACCROCHE;;;;;,,,,,
TMJ19_18;01/01/2019;A0001;5183,6;201;59;N;315;201049;703969,88;7049721,88;0;206;59;N;485,6;206232,6;706554,89;7054220,35;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,
TMJ19_19;01/01/2019;A0001;926,4;206;59;N;485,6;206232,6;706554,89;7054220,35;0;207;59;N;398;207159;707043,38;7055010,6;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,
TMJ19_20;01/01/2019;A0001;946;207;59;N;398;207159;707043,38;7055010,6;0;208;59;N;350;208105;707336,72;7055888,26;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_21;01/01/2019;A0001;793,4;208;59;N;350;208105;707336,72;7055888,26;0;209;59;N;151,4;208898,4;706963,37;7056568,18;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,
TMJ19_22;01/01/2019;A0001;1355,6;209;59;N;151,4;208898,4;706963,37;7056568,18;0;210;59;N;506;210254;706031,24;7057548,76;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,
TMJ19_23;01/01/2019;A0001;819;210;59;N;506;210254;706031,24;7057548,76;0;210;59;N;1325;211073;705822,95;7058228,67;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_24;01/01/2019;A0001;50;210;59;N;1325;211073;705822,95;7058228,67;0;210;59;N;1375;211123;705853,12;7058267,95;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_25;01/01/2019;A0001A;1026,9;0;59;N;0;0;706972,74;7056541,17;0;0;59;N;1026,9;1026,9;707662,24;7055847,86;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,
TMJ19_26;01/01/2019;A0001A;152,1;0;59;N;1026,9;1026,9;707662,24;7055847,86;0;0;59;N;1179;1179;707804,17;7055831,63;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,
Sanef_38;01/01/2019;A0002;3533;0;80;C;0;0;691468,61;6990871,19;0;3;80;C;533;3533;693370,6;6993152,82;0;I;0;ACCROCHE;2019;1;Permanent horaire;23269;23,17,,,,
0Odmg0O_section1_Sanef_38;01/01/2019;A0002;1122;3;80;C;533;3533;693370,6;6993152,82;0;4;62;C;655;4655;694311,12;6993756,09;0;I;0;ACCROCHE;2019;1;Permanent horaire;23269;23,17,,,,
0Odmg0O_section2_Sanef_38;01/01/2019;A0002;382;4;62;C;655;4655;694311,12;6993756,09;0;5;80;C;37;5037;694644,11;6993988,07;0;I;0;ACCROCHE;2019;1;Permanent horaire;23269;23,17,,,,
0Odmg0O_section3_Sanef_38;01/01/2019;A0002;18563;5;80;C;37;5037;694644,11;6993988,07;0;23;62;C;600;23600;709099,55;7005132,49;0;I;0;ACCROCHE;2019;1;Permanent horaire;23269;23,17,,,,
Sanef_39;01/01/2019;A0002;39;23;62;C;600;23600;709099,55;7005132,49;0;23;62;C;639;23639;709125,65;7005156,86;0;I;0;ACCROCHE;2019;1;Permanent horaire;30405;22,11,,,,
0Odmg0O_section1_Sanef_39;01/01/2019;A0002;5675;23;62;C;639;23639;709125,65;7005156,86;0;29;59;C;314;29314;713257,98;7008860,47;0;I;0;ACCROCHE;2019;1;Permanent horaire;30405;22,11,,,,
Sanef_40;01/01/2019;A0002;13367;29;59;C;314;29314;713257,98;7008860,47;0;43;59;N;0;42681;723006,21;7017397,47;0;I;0;ACCROCHE;2019;1;Permanent horaire;30846;22,23,,,,
TMJ19_27;01/01/2019;A0002;4989;43;59;N;0;42681;723006,21;7017397,47;0;48;59;N;0;47670;725627,61;7021472,12;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_28;01/01/2019;A0002;4768;48;59;N;0;47670;725627,61;7021472,12;0;52;59;N;775;52438;729320,16;7024317,7;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,,,,
TMJ19_29;01/01/2019;A0002;6239;52;59;N;775;52438;729320,16;7024317,7;0;59;59;N;25;58677;734668,99;7027138,4;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,,,,
TMJ19_30;01/01/2019;A0002;1946;59;59;N;25;58677;734668,99;7027138,4;0;60;59;N;973;60623;736575,72;7026722,4;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_31;01/01/2019;A0002;3050;60;59;N;973;60623;736575,72;7026722,4;0;64;59;N;30;63673;739544,2;7026627,58;0;I;0;ACCROCHE;2019;8;Temporaire journalier;;,,,,,
TMJ19_32;01/01/2019;A0002;14422;64;59;N;30;63673;739544,2;7026627,58;0;78;59;N;456;78095;747571,15;7038120,55;0;I;0;ACCROCHE;2019;1;Permanent horaire;;,,,,,
TMJ19_33;01/01/2019;A0002;10;78;59;N;456;78095;747571,15;7038120,55;0;78;59;N;466;78105;747580,04;7038125,36;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_34;01/01/2019;A0003;2657;0;93;N;0;0;656905,33;6862885,42;0;2;93;N;600;2657;659083,07;6864154,78;0;I;0;ACCROCHE;2019;1;Permanent horaire;131984;,,,,,
TMJ19_35;01/01/2019;A0003;2026;2;93;N;600;2657;659083,07;6864154,78;0;5;93;N;0;4683;660839,58;6865000,1;0;I;0;ACCROCHE;2019;1;Permanent horaire;131984;,,,,,
TMJ19_36;01/01/2019;A0003;850;5;93;N;0;4683;660839,58;6865000,1;0;5;93;N;850;5533;661438,58;6865461,2;0;I;0;ACCROCHE;2019;1;Permanent horaire;131984;,,,,,
TMJ19_37;01/01/2019;A0003;570;5;93;N;850;5533;661438,58;6865461,2;0;6;93;N;480;6103;661341,51;6866014,86;0;I;0;ACCROCHE;2019;1;Permanent horaire;118500;,,,,,
TMJ19_38;01/01/2019;A0003;790;6;93;N;480;6103;661341,51;6866014,86;0;7;93;N;300;6893;661115,54;6866753,89;0;I;0;ACCROCHE;2019;1;Permanent horaire;118500;,,,,,
TMJ19_39;01/01/2019;A0003;6808;7;93;N;300;6893;661115,54;6866753,89;0;13;93;N;959;13701;661436,37;6873324,45;0;I;0;ACCROCHE;2019;1;Permanent horaire;136851;112,,,,,
TMJ19_40;01/01/2019;A0003;1068;13;93;N;959;13701;661436,37;6873324,45;0;15;93;N;0;14769;661828,24;6874285,56;0;I;0;ACCROCHE;2019;1;Permanent horaire;136851;112,,,,,
TMJ19_41;01/01/2019;A0003;234;15;93;N;0;14769;661828,24;6874285,56;0;15;93;N;234;15003;662054,31;6874505,58;0;I;0;ACCROCHE;2019;1;Permanent horaire;136851;112,,,,,
TMJ19_42;01/01/2019;A0003;6;15;93;N;234;15003;662054,31;6874505,58;0;0;95;N;0;15009;662060,05;6874511,28;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_43;01/01/2019;A0003;3300;0;95;N;0;15009;662060,05;6874511,28;0;18;95;N;615;18309;664307,23;6876895,05;0;I;0;ACCROCHE;0;;;;,,,,,
TMJ19_44;01/01/2019;A0004;730,1;0;94;N;0;0;655327,41;6858648,39;0;0;94;N;730,1;730,1;655913,12;6858057,42;0;I;0;ACCROCHE;2019;1;Permanent horaire;221626;,,
TMJ19_45;01/01/2019;A0004;2255,9;0;94;N;730,1;730,1;655913,12;6858057,42;0;2;94;N;968;2986;658101,96;6857611,05;0;I;0;ACCROCHE;2019;1;Permanent horaire;221626;,,
TMJ19_46;01/01/2019;A0004;744;2;94;N;968;2986;658101,96;6857611,05;0;3;94;N;708;3730;658839,93;6857621,59;0;I;0;ACCROCHE;2019;1;Permanent horaire;221626;,,,,,
TMJ19_47;01/01/2019;A0004;1114;3;94;N;708;3730;658839,93;6857621,59;0;4;94;N;820;4844;659928,26;6857581,56;0;I;0;ACCROCHE;2019;1;Permanent horaire;221626;,,,,,
TMJ19_48;01/01/2019;A0004;465;4;94;N;820;4844;659928,26;6857581,56;0;5;94;N;266;5309;660289,91;6857857,29;0;I;0;ACCROCHE;2019;1;Permanent horaire;218577;80,,,,,
TMJ19_49;01/01/2019;A0004;744;5;94;N;266;5309;660289,91;6857857,29;0;6;94;N;5;6053;660644,54;6858469,45;0;I;0;ACCROCHE;2019;1;Permanent horaire;218577;80,,,,,
TMJ19_50;01/01/2019;A0004;591;6;94;N;5;6053;660644,54;6858469,45;0;6;94;N;596;6644;661159,54;6858749,04;0;I;0;ACCROCHE;2019;1;Permanent horaire;218577;80,,,,,
TMJ19_51;01/01/2019;A0004;1123;6;94;N;596;6644;661159,54;6858749,04;0;7;94;N;720;7767;662254,01;6858982,54;0;I;0;ACCROCHE;2019;1;Permanent horaire;218577;80,,,,,
TMJ19_52;01/01/2019;A0004;1441;7;94;N;720;7767;662254,01;6858982,54;0;9;94;N;158;9208;663631,57;6858755,68;0;I;0;ACCROCHE;2019;1;Permanent horaire;166109;148,,,,,
TMJ19_53;01/01/2019;A0004;3337;9;94;N;158;9208;663631,57;6858755,68;0;12;94;N;464;12545;666569,29;6859712,71;0;I;0;ACCROCHE;2019;1;Permanent horaire;166109;148,,,,,
TMJ19_54;01/01/2019;A0004;236;12;94;N;464;12545;666569,29;6859712,71;0;12;94;N;700;12781;666813,7;6859697,02;0;I;0;ACCROCHE;2019;1;Permanent horaire;166109;148,,,,,
CONTINUITE_19;01/01/2019;A0004;300;12;94;N;700;12781;666813,7;6859697,02;0;12;94;N;1000;13081;667107,88;6859671,17;0;I;0;ACCROCHE;;;;;,,,,,
Sanef_80;01/01/2019;A0004;858;13;93;C;0;13081;667107,88;6859671,17;0;13;93;C;858;13939;667951,08;6859600,37;0;I;0;ACCROCHE;2019;1;Permanent horaire;163077;4,86,,,,
Sanef_81;01/01/2019;A0004;1471;13;93;C;858;13939;667951,08;6859600,37;0;15;93;C;329;15410;669403;6859476,1;0;I;0;ACCROCHE;2019;1;Permanent horaire;181137;4,75,,,,,
zo51J2K_section1_11339;01/01/2019;A0004;271;15;93;C;329;15410;669403;6859476,1;0;15;93;C;600;15681;669668,52;6859438,86;0;I;0;ACCROCHE;;;;;,,,,,,
CtC3VtJ_section2_11339;01/01/2019;A0004;2435;15;93;C;600;15681;669668,52;6859438,86;0;18;77;C;35;18116;672042,48;6858927,22;0;I;0;ACCROCHE;;;;;,,,,,
Sanef_82;01/01/2019;A0004;1965;18;77;C;35;18116;672042,48;6858927,22;0;20;77;C;0;20081;673981,97;6859111,11;0;I;0;ACCROCHE;2019;1;Permanent horaire;175703;7,63,,,,
Sanef_83;01/01/2019;A0004;1406;20;77;C;0;20081;673981,97;6859111,11;0;21;77;C;406;21487;675391,58;6859186,65;0;I;0;ACCROCHE;2019;1;Permanent horaire;179841;14,55,,,,
Sanef_84;01/01/2019;A0004;3074;21;77;C;406;21487;675391,58;6859186,65;0;24;77;C;480;24561;678452,24;6858902,06;0;I;0;ACCROCHE;2019;1;Permanent horaire;126847;4,62,,,,
Sanef_85;01/01/2019;A0004;6582;24;77;C;480;24561;678452,24;6858902,06;0;31;77;C;62;31143;685000,15;6859283,64;0;I;0;ACCROCHE;2019;1;Permanent horaire;110475;4,4,,,,
Sanef_86;01/01/2019;A0004;2938;31;77;C;62;31143;685000,15;6859283,64;0;34;77;C;0;34081;687531,86;6860650,79;0;I;0;ACCROCHE;2019;1;Permanent horaire;62284;4,46,,,,
Sanef_87;01/01/2019;A0004;1948;34;77;C;0;34081;687531,86;6860650,79;0;35;77;C;948;36029;688592,33;6862280,8;0;I;0;ACCROCHE;2019;1;Permanent horaire;38339;7,81,,,,
Sanef_88;01/01/2019;A0004;4802;35;77;C;948;36029;688592,33;6862280,8;0;40;77;C;750;40831;692371,39;6865136,19;0;I;0;ACCROCHE;2019;1;Permanent horaire;62264;8,23,,,,
Sanef_89;01/01/2019;A0004;13424;40;77;C;750;40831;692371,39;6865136,19;0;54;77;C;174;54255;703123,88;6872380,35;0;I;0;ACCROCHE;2019;1;Permanent horaire;30215;9,99,,,,
Sanef_90;01/01/2019;A0004;10605;54;77;C;174;54255;703123,88;6872380,35;0;64;77;C;779;64860;710998,76;6879163,55;0;I;0;ACCROCHE;2019;1;Permanent horaire;23408;11,24,,,,
Sanef_91;01/01/2019;A0004;2996;64;77;C;779;64860;710998,76;6879163,55;0;67;77;C;775;67856;712935,31;6881400,97;0;I;0;ACCROCHE;2019;1;Permanent horaire;21623;11,8,,,,
CtC3VtJ_section1_Sanef_91;01/01/2019;A0004;17935;67;77;C;775;67856;712935,31;6881400,97;0;85;2;C;710;85791;729306,72;6886795,58;0;I;0;ACCROCHE;2019;1;Permanent horaire;21623;11,8,,,,
Sanef_92;01/01/2019;A0004;16730;85;2;C;710;85791;729306,72;6886795,58;0;102;2;C;440;102521;744513,26;6892913,47;0;I;0;ACCROCHE;2019;1;Permanent horaire;21639;11,27,,,,
CtC3VtJ_section1_Sanef_92;01/01/2019;A0004;6660;102;2;C;440;102521;744513,26;6892913,47;0;109;51;C;100;109181;750798,74;6894780,16;0;I;0;ACCROCHE;2019;1;Permanent horaire;21639;11,27,,,,
CtC3VtJ_section2_Sanef_92;01/01/2019;A0004;1805;109;51;C;100;109181;750798,74;6894780,16;0;110;2;C;905;110986;752403,92;6895434,02;0;I;0;ACCROCHE;2019;1;Permanent horaire;21639;11,27,,,,
Sanef_93;01/01/2019;A0004;3210;110;2;C;905;110986;752403,92;6895434,02;0;114;2;C;115;114196;754533,15;6897821,37;0;I;0;ACCROCHE;2019;1;Permanent horaire;22789;10,94,,,,
CtC3VtJ_section1_Sanef_93;01/01/2019;A0004;17935;114;2;C;115;114196;754533,15;6897821,37;0;132;51;C;50;132131;769236,05;6905742,86;0;I;0;ACCROCHE;2019;1;Permanent horaire;22789;10,94,,,,
Sanef_94;01/01/2019;A0004;1080;132;51;C;50;132131;769236,05;6905742,86;0;133;51;C;130;133211;770220,85;6905303,48;0;I;0;ACCROCHE;2019;1;Permanent horaire;11749;9,57,,,,
Sanef_95;01/01/2019;A0004;5600;133;51;C;130;133211;770220,85;6905303,48;0;138;51;C;730;138811;773548,81;6901331,29;0;I;0;ACCROCHE;2019;1;Permanent horaire;27289;17,3,,,,
Sanef_96;01/01/2019;A0004;6214;138;51;C;730;138811;773548,81;6901331,29;0;144;51;C;944;145025;779566,74;6901041,73;0;I;0;ACCROCHE;2019;1;Permanent horaire;25477;18,16,,,,
Sanef_97;01/01/2019;A0004;22846;144;51;C;944;145025;779566,74;6901041,73;0;167;51;C;790;167871;794045,61;6884731,3;0;I;0;ACCROCHE;2019;1;Permanent horaire;37347;16,77,,,,
Sanef_98;01/01/2019;A0004;3010;167;51;C;790;167871;794045,61;6884731,3;0;170;51;C;800;170881;796688,91;6883353,48;0;I;0;ACCROCHE;2019;1;Permanent horaire;25694;18,34,,,,
Sanef_99;01/01/2019;A0004;8812;170;51;C;800;170881;796688,91;6883353,48;0;179;51;C;612;179693;805303,52;6882591,5;0;I;0;ACCROCHE;2019;1;Permanent horaire;16893;17,83,,,,
Sanef_100;01/01/2019;A0004;32586;179;51;C;612;179693;805303,52;6882591,5;0;212;51;C;198;212279;836596,57;6887533,58;0;I;0;ACCROCHE;2019;1;Permanent horaire;16521;17,83,,,,
Sanef_101;01/01/2019;A0004;9698;212;51;C;198;212279;836596,57;6887533,58;0;221;51;C;896;221977;845737,63;6889853,82;0;I;0;ACCROCHE;2019;1;Permanent horaire;16713;19,79,,,,
CtC3VtJ_section1_Sanef_101;01/01/2019;A0004;8354;221;51;C;896;221977;845737,63;6889853,82;0;230;55;C;250;230331;853526,24;6890009,81;0;I;0;ACCROCHE;2019;1;Permanent horaire;16713;19,79,,,,
Sanef_102;01/01/2019;A0004;12985;230;55;C;250;230331;853526,24;6890009,81;0;243;55;C;235;243316;866183,97;6890869,49;0;I;0;ACCROCHE;2019;1;Permanent horaire;16720;19,65,,,,
Sanef_103;01/01/2019;A0004;10800;243;55;C;235;243316;866183,97;6890869,49;0;254;55;C;35;254116;876065,92;6892739,02;0;I;0;ACCROCHE;2019;1;Permanent horaire;15930;19,63,,,,
Sanef_104;01/01/2019;A0004;16303;254;55;C;35;254116;876065,92;6892739,02;0;270;55;C;338;270419;890950,21;6895025,63;0;I;0;ACCROCHE;2019;1;Permanent horaire;17570;19,28,,,,
Sanef_105;01/01/2019;A0004;10500;270;55;C;338;270419;890950,21;6895025,63;0;280;55;C;838;280919;900184,71;6899352,83;0;I;0;ACCROCHE;2019;1;Permanent horaire;16975;19,43,,,,
CtC3VtJ_section1_Sanef_105;01/01/2019;A0004;11973;280;55;C;838;280919;900184,71;6899352,83;0;292;54;C;811;292892;911048,86;6903691,66;0;I;0;ACCROCHE;2019;1;Permanent horaire;16975;19,43,,,,
Sanef_106;01/01/2019;A0004;6363;292;54;C;811;292892;911048,86;6903691,66;0;299;54;C;174;299255;917316,77;6903909,26;0;I;0;ACCROCHE;2019;1;Permanent horaire;17874;18,94,,,,
CtC3VtJ_section1_Sanef_106;01/01/2019;A0004;552;299;54;C;174;299255;917316,77;6903909,26;0;299;54;C;726;299807;917682,12;6903726,32;0;I;0;ACCROCHE;2019;1;Permanent horaire;17874;18,94,,,,
Sanef_107;01/01/2019;A0004;12160;299;54;C;726;299807;917682,12;6903726,32;0;311;57;C;886;311967;928029,34;6905343,85;0;I;0;ACCROCHE;2019;1;Permanent horaire;24491;16,83,,,,
Sanef_108;01/01/2019;A0004;1164;311;57;C;886;311967;928029,34;6905343,85;0;313;57;C;50;313131;928920,43;6904680,3;0;I;0;ACCROCHE;2019;1;Permanent horaire;33587;13,2,,,,
Sanef_109;01/01/2019;A0004;2779;313;57;C;50;313131;928920,43;6904680,3;0;315;57;C;829;315910;931369,53;6904793,41;0;I;0;ACCROCHE;2019;1;Permanent horaire;57785;9,22,,,,
Sanef_110;01/01/2019;A0004;2483;315;57;C;829;315910;931369,53;6904793,41;0;318;57;C;312;318393;933808,09;6904492,99;0;I;0;ACCROCHE;2019;1;Permanent horaire;59004;13,16,,,,
